Days,Juba,Mongalla,Mayom,Bor,Yirol,Kapoeta,Cueibet,Duk_Fadiat,Tambura,Pariang,Terakeka,Aweil,Nasir,Ayod,Mvolo,Renk,Rubkona,Fangak,Malakal,Rumbek,Fashada,Melut,Mundri,Maridi,Pochalla,Lainya,Akobo,Torit,Pibor,Wau,Yei,Magwi,Wunagak,Malut,Ad_Damazin,Gambela,Lolimi,Wunshaiye,Al_Mayom,Lekr,Gulu,Tierkidi,Pugnido,Jewi,Kule,Kakuma,Khartoum,West_Kordofan,Adjumani,Rhino,Kiryandongo
52,1.0,0.377,0.748,0.615,0.44699999999999995,0.405,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
53,1.0,0.377,0.748,0.615,0.44699999999999995,0.405,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
54,1.0,0.377,0.748,0.615,0.44699999999999995,0.405,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
55,1.0,0.377,0.748,0.615,0.44699999999999995,0.405,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
56,1.0,0.377,0.748,0.615,0.44699999999999995,0.405,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
57,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
58,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
59,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
60,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
61,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
63,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
64,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
65,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
66,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
67,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
68,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
69,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
70,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
71,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
72,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
73,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
74,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
75,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
76,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
77,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
78,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
79,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
80,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
81,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
82,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
83,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
84,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
85,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
86,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
87,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
88,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
89,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
90,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
91,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
92,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
93,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
94,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
95,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
96,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
97,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
98,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
99,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
100,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
101,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
102,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
103,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
104,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
105,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
106,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
107,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
108,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
109,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
110,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
111,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
112,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
